"facility_id","name","address","city","state","zip_code","county","telephone","hospital_type","hospital_ownership","emergency_services","bed_count"
"110143","WELLSTAR COBB MEDICAL CENTER","3950 AUSTELL RD","AUSTELL","Georgia","30106","COBB","(770) 732-4000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","137"
"110146","SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS","2000 DAN PROCTOR DRIVE","SAINT MARYS","Georgia","31558","CAMDEN","(912) 576-6401","Acute Care Hospitals","Government - Hospital District or Authority","Yes","196"
"110150","NAVICENT HEALTH BALDWIN","821 NORTH COBB STREET","MILLEDGEVILLE","Georgia","31061","BALDWIN","(478) 454-3550","Acute Care Hospitals","Proprietary","Yes","388"
"110153","HOUSTON HEALTHCARE","1120 MORNINGSIDE DR","PERRY","Georgia","31069","HOUSTON","(478) 987-3600","Acute Care Hospitals","Voluntary non-profit - Private","Yes","353"
"110168","REDMOND REGIONAL MEDICAL CENTER","501 REDMOND ROAD NW","ROME","Georgia","30165","FLOYD","(706) 802-3012","Acute Care Hospitals","Proprietary","Yes","109"
"110177","DOCTORS HOSPITAL","3651 WHEELER ROAD","AUGUSTA","Georgia","30909","RICHMOND","(706) 651-6008","Acute Care Hospitals","Proprietary","Yes","104"
"110184","WELLSTAR DOUGLAS HOSPITAL","8954 HOSPITAL DRIVE","DOUGLASVILLE","Georgia","30134","DOUGLAS","(770) 949-1500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","222"
"110191","PIEDMONT HENRY HOSPITAL","1133 EAGLE'S LANDING PARKWAY","STOCKBRIDGE","Georgia","30281","HENRY","(678) 604-1000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","452"
"110192","PIEDMONT EASTSIDE MEDICAL CENTER","1700 MEDICAL WAY","SNELLVILLE","Georgia","30078","GWINNETT","(770) 979-0200","Acute Care Hospitals","Proprietary","Yes","217"
"110194","DONALSONVILLE HOSPITAL INC","102 HOSPITAL CIR","DONALSONVILLE","Georgia","39845","SEMINOLE","(229) 524-5217","Acute Care Hospitals","Voluntary non-profit - Private","Yes","393"
"110198","WELLSTAR NORTH FULTON HOSPITAL","3000 HOSPITAL BOULEVARD","ROSWELL","Georgia","30076","FULTON","(770) 751-2500","Acute Care Hospitals","Proprietary","Yes","496"
"110200","PIEDMONT COLUMBUS REGIONAL NORTHSIDE","100 FRIST COURT","COLUMBUS","Georgia","31909","MUSCOGEE","(706) 494-2101","Acute Care Hospitals","Proprietary","No","258"
"110201","PIEDMONT MACON NORTH HOSPITAL","400 CHARTER BOULEVARD","MACON","Georgia","31210","BIBB","(478) 757-8200","Acute Care Hospitals","Proprietary","Yes","402"
"110209","TURNING POINT HOSPITAL","3015 VETERANS PARKWAY","MOULTRIE","Georgia","31788","COLQUITT","(229) 985-4815","Acute Care Hospitals","Proprietary","No","327"
"110215","PIEDMONT FAYETTE HOSPITAL","1255 HIGHWAY 54 WEST","FAYETTEVILLE","Georgia","30214","FAYETTE","(770) 719-7000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","464"
"110225","PIEDMONT MOUNTAINSIDE HOSPITAL INC","1266 HIGHWAY 515 SOUTH","JASPER","Georgia","30143","PICKENS","(706) 301-5269","Acute Care Hospitals","Voluntary non-profit - Other","Yes","315"
"110226","EMORY HILLANDALE HOSPITAL","2801 DEKALB MEDICAL PARKWAY","LITHONIA","Georgia","30058","DE KALB","(404) 501-8040","Acute Care Hospitals","Government - Hospital District or Authority","Yes","283"
"110230","EMORY JOHNS CREEK HOSPITAL","6325 HOSPITAL PARKWAY","JOHNS CREEK","Georgia","30097","GWINNETT","(678) 474-7000","Acute Care Hospitals","Proprietary","Yes","256"
"110234","SGMC BERRIEN CAMPUS","1221 E MCPHERSON AVENUE","NASHVILLE","Georgia","31639","BERRIEN","(229) 543-7100","Acute Care Hospitals","Government - Hospital District or Authority","Yes","360"
"110236","CHI MEMORIAL HOSPITAL- GEORGIA","100 GROSS CRESCENT CIRCLE","FORT OGLETHORPE","Georgia","30742","CATOOSA","(770) 874-5400","Acute Care Hospitals","Voluntary non-profit - Private","Yes","256"
"110237","NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN","227 MOUNTAIN DRIVE","DAHLONEGA","Georgia","30533","LUMPKIN","(770) 219-7146","Acute Care Hospitals","Voluntary non-profit - Other","Yes","146"
"110252","NORTHSIDE HOSPITAL DULUTH","3620 HOWELL FERRY ROAD","DULUTH","Georgia","30096","GWINNETT","(678) 312-1000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","423"
"11029F","DECATUR (ATLANTA) VA MEDICAL CENTER","1670 CLAIRMONT ROAD","DECATUR","Georgia","30033","DE KALB","(404) 321-6111","Acute Care - Veterans Administration","Veterans Health Administration","Yes","431"
"11030F","AUGUSTA VA MEDICAL CENTER","1 FREEDOM WAY","AUGUSTA","Georgia","30904","RICHMOND","(706) 823-2201","Acute Care - Veterans Administration","Veterans Health Administration","Yes","272"
"11031F","DUBLIN VA MEDICAL CENTER","1826 VETERANS BOULEVARD","DUBLIN","Georgia","31021","LAURENS","(478) 277-2701","Acute Care - Veterans Administration","Veterans Health Administration","Yes","229"
"11032F","Martin ACH (FT Benning)","6600 Van Aalst Blvd.","Fort Benning","Georgia","31905","CHATTAHOOCHEE","(762) 408-2604","Acute Care - Department of Defense","Department of Defense","Yes","194"
"11033F","Dwight Eisenhower AMC (FT Gordon)","300 East Hospital Road","Fort Gordon","Georgia","30905","RICHMOND","(706) 787-5811","Acute Care - Department of Defense","Department of Defense","Yes","214"
"11035F","Winn ACH (FT Stewart)","1061 Harmon Avenue","Fort Stewart","Georgia","31314","LIBERTY","(912) 435-6633","Acute Care - Department of Defense","Department of Defense","Yes","342"
"111302","BLECKLEY MEMORIAL HOSPITAL","145 PEACOCK STREET","COCHRAN","Georgia","31014","BLECKLEY","(478) 934-6211","Critical Access Hospitals","Government - Hospital District or Authority","Yes","85"
"111303","JASPER MEMORIAL HOSPITAL","898 COLLEGE STREET","MONTICELLO","Georgia","31064","JASPER","(706) 468-6411","Critical Access Hospitals","Government - Local","Yes","75"
"111304","MORGAN MEDICAL CENTER","1740 LIONS CLUB ROAD","MADISON","Georgia","30650","MORGAN","(706) 342-1667","Critical Access Hospitals","Government - Hospital District or Authority","Yes","92"
"111305","MILLER COUNTY HOSPITAL","209 N CUTHBERT STREET","COLQUITT","Georgia","39837","MILLER","(229) 758-4231","Critical Access Hospitals","Government - Hospital District or Authority","Yes","76"
"111306","EFFINGHAM HEALTH SYSTEM","459 GA HIGHWAY 119 SOUTH","SPRINGFIELD","Georgia","31329","EFFINGHAM","(912) 754-0160","Critical Access Hospitals","Government - Hospital District or Authority","Yes","118"
"111308","CLINCH MEMORIAL HOSPITAL","1050 VALDOSTA HIGHWAY","HOMERVILLE","Georgia","31634","CLINCH","(912) 487-5211","Critical Access Hospitals","Government - Hospital District or Authority","Yes","197"
"111310","ATRIUM HEALTH NAVICENT PEACH","1960 HIGHWAY 247 CONNECTOR","BYRON","Georgia","31008","PEACH","(478) 654-2000","Critical Access Hospitals","Government - Hospital District or Authority","Yes","60"
"111311","JENKINS COUNTY MEDICAL CENTER","931 EAST WINTHROPE AVENUE","MILLEN","Georgia","30442","JENKINS","(478) 982-4221","Critical Access Hospitals","Proprietary","Yes","123"
"111312","OPTIM MEDICAL CENTER - SCREVEN","215 MIMS ROAD","SYLVANIA","Georgia","30467","SCREVEN","(912) 564-7426","Critical Access Hospitals","Proprietary","Yes","153"
"111313","PUTNAM GENERAL HOSPITAL","101 LAKE OCONEE PARKWAY","EATONTON","Georgia","31024","PUTNAM","(706) 485-2711","Critical Access Hospitals","Government - Hospital District or Authority","Yes","87"
"111314","LIFEBRITE COMMUNITY HOSPITAL OF EARLY","11740 COLUMBIA STREET","BLAKELY","Georgia","39823","EARLY","(229) 723-4241","Critical Access Hospitals","Voluntary non-profit - Private","Yes","183"
"111316","WARM SPRINGS MEDICAL CENTER","5995 SPRING STREET","WARM SPRINGS","Georgia","31830","MERIWETHER","(706) 655-9351","Critical Access Hospitals","Voluntary non-profit - Other","Yes","72"
"111318","MONROE COUNTY HOSPITAL","88 MARTIN LUTHER KING JR DRIVE","FORSYTH","Georgia","31029","MONROE","(478) 994-2521","Critical Access Hospitals","Government - Hospital District or Authority","Yes","96"
"111319","WELLSTAR SYLVAN GROVE MEDICAL CENTER","1050 MCDONOUGH ROAD","JACKSON","Georgia","30233","BUTTS","(770) 775-7861","Critical Access Hospitals","Government - Hospital District or Authority","No","139"
"111320","HIGGINS GENERAL HOSPITAL","200 ALLEN MEMORIAL DRIVE","BREMEN","Georgia","30110","HARALSON","(770) 812-2000","Critical Access Hospitals","Government - Hospital District or Authority","Yes","95"
"111323","OPTIM MEDICAL CENTER - TATTNALL","247 S MAIN STREET","REIDSVILLE","Georgia","30453","TATTNALL","(912) 557-1000","Critical Access Hospitals","Proprietary","Yes","156"
"111324","CHATUGE REGIONAL HOSPITAL","110 S MAIN STREET","HIAWASSEE","Georgia","30546","TOWNS","(706) 896-2222","Critical Access Hospitals","Government - Hospital District or Authority","Yes","189"
"111325","WILLS MEMORIAL HOSPITAL","120 GORDON STREET","WASHINGTON","Georgia","30673","WILKES","(706) 678-9212","Critical Access Hospitals","Government - Hospital District or Authority","Yes","190"
"111326","SGMC HEALTH LANIER","116 WEST THIGPEN AVENUE","LAKELAND","Georgia","31635","LANIER","(229) 482-8402","Critical Access Hospitals","Government - Hospital District or Authority","Yes","153"
"111327","BACON COUNTY HOSPITAL","302 SOUTH WAYNE STREET","ALMA","Georgia","31510","BACON","(912) 632-8961","Critical Access Hospitals","Voluntary non-profit - Other","Yes","160"
"111328","PHOEBE WORTH MEDICAL CENTER","807 SOUTH ISABELLA STREET","SYLVESTER","Georgia","31791","WORTH","(229) 777-3851","Critical Access Hospitals","Voluntary non-profit - Private","Yes","153"
"111329","ST. MARY'S GOOD SAMARITAN HOSPITAL","5401 LAKE OCONEE PARKWAY","GREENSBORO","Georgia","30642","GREENE","(706) 453-7331","Critical Access Hospitals","Proprietary","Yes","109"
"111330","ATRIUM HEALTH FLOYD POLK MEDICAL CENTER","2360 ROCKMART HIGHWAY","CEDARTOWN","Georgia","30125","POLK","(770) 748-2500","Critical Access Hospitals","Voluntary non-profit - Private","Yes","149"
"111331","ARCHBOLD MITCHELL","90  E STEPHENS STREET","CAMILLA","Georgia","31730","MITCHELL","(229) 336-5284","Critical Access Hospitals","Government - Hospital District or Authority","Yes","117"
"111332","ARCHBOLD BROOKS","903 N COURT STREET","QUITMAN","Georgia","31643","BROOKS","(912) 263-4171","Critical Access Hospitals","Government - Hospital District or Authority","Yes","182"
"111333","JEFF DAVIS HOSPITAL","163 SOUTH TALLAHASSEE STREET","HAZLEHURST","Georgia","31539","JEFF DAVIS","(912) 375-7781","Critical Access Hospitals","Government - Hospital District or Authority","Yes","169"
"111334","CANDLER COUNTY HOSPITAL","400 CEDAR STREET","METTER","Georgia","30439","CANDLER","(912) 685-5741","Critical Access Hospitals","Government - Hospital District or Authority","Yes","86"
"111335","LIBERTY REGIONAL MEDICAL CENTER","462 E G MILES PARKWAY","HINESVILLE","Georgia","31310","LIBERTY","(912) 369-9438","Critical Access Hospitals","Government - Hospital District or Authority","Yes","121"
"111336","MOUNTAIN LAKES MEDICAL CENTER","162 LEGACY POINT","CLAYTON","Georgia","30525","RABUN","(706) 782-3100","Critical Access Hospitals","Proprietary","Yes","176"
"111337","ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE","ELBERTON","Georgia","30635","ELBERT","(706) 213-2535","Critical Access Hospitals","Government - Hospital District or Authority","No","155"
"113301","CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE","1001 JOHNSON FERRY ROAD","ATLANTA","Georgia","30342","FULTON","(404) 785-5252","Children's","Voluntary non-profit - Other","Yes","386"
"114004","SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED","250 SCENIC HIGHWAY","LAWRENCEVILLE","Georgia","30046","GWINNETT","(678) 442-5800","Psychiatric","Proprietary","No","477"
"114008","COASTAL HARBOR TREATMENT CENTER","1150 CORNELL AVE","SAVANNAH","Georgia","31406","CHATHAM","(912) 354-3911","Psychiatric","Proprietary","No","492"
"114010","PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA","2151 PEACHFORD ROAD","ATLANTA","Georgia","30338","DE KALB","(770) 455-3200","Psychiatric","Proprietary","Yes","150"
"114013","WEST CENTRAL GEORGIA REGIONAL HOSPITAL","3000 SCHATULGA RD BOX 12435","COLUMBUS","Georgia","31917","MUSCOGEE","(706) 568-5203","Psychiatric","Government - State","No","395"
"114016","ST SIMONS-BY-THE-SEA","2927 DEMERE ROAD","SAINT SIMONS ISLAND","Georgia","31522","GLYNN","(912) 638-1999","Psychiatric","Government - Federal","No","396"
"114019","GEORGIA REGIONAL HOSPITAL ATLANTA","3073 PANTHERSVILLE ROAD","DECATUR","Georgia","30034","DE KALB","(404) 243-2100","Psychiatric","Government - State","No","313"
"114028","GEORGIA REGIONAL HOSP SAVANNAH","1915 EISENHOWER DRIVE","SAVANNAH","Georgia","31416","CHATHAM","(912) 356-2045","Psychiatric","Government - State","Yes","366"
"114029","EAST CENTRAL REGIONAL HOSPITAL","3405 MIKE PADGETT HWY","AUGUSTA","Georgia","30906","RICHMOND","(706) 792-7006","Psychiatric","Government - State","No","356"
"114032","SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS","5454 YORKTOWNE DRIVE","COLLEGE PARK","Georgia","30349","FULTON","(770) 991-6044","Psychiatric","Proprietary","No","401"
"114035","RIVERWOODS BEHAVIORAL HEALTH SYSTEM","223 MEDICAL CENTER DRIVE","RIVERDALE","Georgia","30274","CLAYTON","(770) 991-8500","Psychiatric","Proprietary","No","200"
"114036","GREENLEAF CENTER","2209 PINEVIEW DRIVE","VALDOSTA","Georgia","31602","LOWNDES","(229) 671-6601","Psychiatric","Proprietary","No","445"
"114037","RIDGEVIEW INSTITUTE MONROE","709 BREEDLOVE DRIVE","MONROE","Georgia","30655","WALTON","(678) 635-8730","Psychiatric","Proprietary","No","209"
"120001","THE QUEENS MEDICAL CENTER","1301 PUNCHBOWL ST","HONOLULU","Hawaii","96813","HONOLULU","(808) 538-9011","Acute Care Hospitals","Voluntary non-profit - Private","Yes","281"
"120002","MAUI MEMORIAL MEDICAL CENTER","221 MAHALANI STREET","WAILUKU","Hawaii","96793","MAUI","(808) 244-9056","Acute Care Hospitals","Government - State","No","412"
"120004","WAHIAWA GENERAL HOSPITAL","128 LEHUA STREET","WAHIAWA","Hawaii","96786","HONOLULU","(808) 621-8411","Acute Care Hospitals","Voluntary non-profit - Private","Yes","100"
"120005","HILO MEDICAL CENTER","1190 WAIANUENUE AVENUE","HILO","Hawaii","96720","HAWAII","(808) 932-3000","Acute Care Hospitals","Government - State","Yes","418"
"120006","ADVENTIST HEALTH CASTLE","640 ULUKAHIKI ST","KAILUA","Hawaii","96734","HONOLULU","(808) 263-5142","Acute Care Hospitals","Voluntary non-profit - Church","Yes","154"
"120007","KUAKINI MEDICAL CENTER","347 NORTH KUAKINI STREET","HONOLULU","Hawaii","96817","HONOLULU","(808) 536-2236","Acute Care Hospitals","Voluntary non-profit - Private","Yes","470"
"120011","KAISER FOUNDATION HOSPITAL","3288 MOANALUA RD","HONOLULU","Hawaii","96819","HONOLULU","(808) 432-0000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","498"
"120014","WILCOX MEMORIAL HOSPITAL","3-3420 KUHIO HIGHWAY","LIHUE","Hawaii","96766","KAUAI","(808) 245-1103","Acute Care Hospitals","Government - Federal","Yes","248"
"120019","KONA COMMUNITY HOSPITAL","79-1019 HAUKAPILA STREET","KEALAKEKUA","Hawaii","96750","HAWAII","(808) 322-9311","Acute Care Hospitals","Government - State","Yes","408"
"12001F","Tripler AMC (FT Shafter)","1 Jarrett White Rd","Honolulu","Hawaii","96859","HONOLULU","(808) 433-2778","Acute Care - Department of Defense","Department of Defense","Yes","236"
"120022","STRAUB CLINIC AND HOSPITAL","888 S KING STREET","HONOLULU","Hawaii","96813","HONOLULU","(808) 522-4000","Acute Care Hospitals","Proprietary","Yes","301"
"120026","PALI MOMI MEDICAL CENTER","98-1079 MOANALUA ROAD","AIEA","Hawaii","96701","HONOLULU","(808) 486-6000","Acute Care Hospitals","Proprietary","Yes","412"
"121300","KAUAI VETERANS MEMORIAL HOSPITAL","4643 WAIMEA CANYON DRIVE","WAIMEA","Hawaii","96796","KAUAI","(808) 338-9431","Critical Access Hospitals","Government - State","Yes","84"
"121301","KAU HOSPITAL","1 KAMANI STREET","PAHALA","Hawaii","96777","HAWAII","(808) 928-8331","Critical Access Hospitals","Government - State","Yes","112"
"121302","KOHALA HOSPITAL","54-383 HOSPITAL ROAD","KAPAAU","Hawaii","96755","HAWAII","(808) 889-6211","Critical Access Hospitals","Government - State","Yes","74"
"121303","MOLOKAI GENERAL HOSPITAL","280 HOME OLU PLACE","KAUNAKAKAI","Hawaii","96748","MAUI","(808) 553-3123","Critical Access Hospitals","Voluntary non-profit - Private","Yes","139"
"121304","KAHUKU MEDICAL CENTER","56-117 PUALALEA STREET","KAHUKU","Hawaii","96731","HONOLULU","(808) 293-9221","Critical Access Hospitals","Voluntary non-profit - Other","Yes","124"
"121305","LANAI COMMUNITY HOSPITAL","628 7TH STREET","LANAI CITY","Hawaii","96763","MAUI","(808) 565-8450","Critical Access Hospitals","Voluntary non-profit - Private","No","87"
"121306","SAMUEL MAHELONA MEMORIAL HOSPITAL","4800 KAWAIHAU ROAD","KAPAA","Hawaii","96746","KAUAI","(808) 822-4961","Critical Access Hospitals","Government - State","Yes","179"
"121307","HALE HO'OLA HAMAKUA","45-547 PLUMERIA STREET","HONOKAA","Hawaii","96727","HAWAII","(808) 932-4100","Critical Access Hospitals","Government - State","Yes","184"
"121308","KULA HOSPITAL","100 KEOKEA PLACE","KULA","Hawaii","96790","MAUI","(808) 878-1221","Critical Access Hospitals","Voluntary non-profit - Private","Yes","140"
"123300","KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN","1319 PUNAHOU STREET","HONOLULU","Hawaii","96826","HONOLULU","(808) 983-6000","Children's","Voluntary non-profit - Private","Yes","116"
"123301","SHRINERS HOSPITAL FOR CHILDREN","1310 PUNAHOU STREET","HONOLULU","Hawaii","96826","HONOLULU","(808) 941-4466","Children's","Voluntary non-profit - Private","No","227"
"124001","KAHI MOHALA","91-2301 FORT WEAVER ROAD","EWA BEACH","Hawaii","96706","HONOLULU","(808) 671-8511","Psychiatric","Voluntary non-profit - Private","No","463"
"130002","ST LUKES MAGIC VALLEY MEDICAL CENTER","801 POLE LINE ROAD WEST","TWIN FALLS","Idaho","83301","TWIN FALLS","(208) 814-1000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","350"
"130003","ST JOSEPH REGIONAL MEDICAL CENTER","415 SIXTH STREET","LEWISTON","Idaho","83501","NEZ PERCE","(208) 799-5300","Acute Care Hospitals","Voluntary non-profit - Private","Yes","278"
"130006","ST LUKE'S REGIONAL MEDICAL CENTER","190 EAST BANNOCK STREET","BOISE","Idaho","83712","ADA","(208) 381-2222","Acute Care Hospitals","Voluntary non-profit - Private","Yes","281"
"130007","SAINT ALPHONSUS REGIONAL MEDICAL CENTER","1055 NORTH CURTIS ROAD","BOISE","Idaho","83706","ADA","(208) 367-3554","Acute Care Hospitals","Voluntary non-profit - Church","Yes","251"
"130013","SAINT ALPHONSUS MEDICAL CENTER - NAMPA","4300 E FLAMINGO AVE","NAMPA","Idaho","83687","CANYON","(208) 205-0050","Acute Care Hospitals","Voluntary non-profit - Church","Yes","124"
"130014","WEST VALLEY MEDICAL CENTER","1717 ARLINGTON STREET","CALDWELL","Idaho","83605","CANYON","(208) 459-4641","Acute Care Hospitals","Proprietary","Yes","279"
"130018","EASTERN IDAHO REGIONAL MEDICAL CENTER","3100 CHANNING WAY","IDAHO FALLS","Idaho","83404","BONNEVILLE","(208) 529-6111","Acute Care Hospitals","Proprietary","Yes","297"
"130025","MADISON MEMORIAL HOSPITAL","450 EAST MAIN STREET","REXBURG","Idaho","83440","MADISON","(208) 359-6900","Acute Care Hospitals","Government - Local","Yes","443"
"130028","PORTNEUF MEDICAL CENTER","777 HOSPITAL WAY","POCATELLO","Idaho","83201","BANNOCK","(208) 239-1000","Acute Care Hospitals","Proprietary","Yes","260"
"13003F","BOISE VA MEDICAL CENTER","500 W. FORT STREET","BOISE","Idaho","83702","ADA","(208) 422-1000","Acute Care - Veterans Administration","Veterans Health Administration","Yes","276"
"130049","KOOTENAI HEALTH","2003 KOOTENAI HEALTH WAY","COEUR D'ALENE","Idaho","83814","KOOTENAI","(208) 625-4000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","384"
"130063","TREASURE VALLEY HOSPITAL","8800 WEST EMERALD STREET","BOISE","Idaho","83704","ADA","(208) 373-5000","Acute Care Hospitals","Proprietary","No","162"
"130065","MOUNTAIN VIEW HOSPITAL","2325 CORONADO STREET","IDAHO FALLS","Idaho","83404","BONNEVILLE","(208) 557-2700","Acute Care Hospitals","Physician","Yes","249"
"130066","NORTHWEST SPECIALTY HOSPITAL","1593 EAST POLSTON AVENUE","POST FALLS","Idaho","83854","KOOTENAI","(208) 262-2300","Acute Care Hospitals","Proprietary","No","253"
"130071","ST LUKE'S NAMPA MEDICAL CENTER","9850 WEST ST LUKES DRIVE","NAMPA","Idaho","83687","CANYON","(208) 505-2000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","255"
"130073","GROVE CREEK MEDICAL CENTER","350 NORTH MERIDIAN STREET","BLACKFOOT","Idaho","83221","BINGHAM","(208) 782-2900","Acute Care Hospitals","Voluntary non-profit - Private","No","469"
"131301","BOUNDARY COMMUNITY HOSPITAL","6640 KANIKSU STREET","BONNERS FERRY","Idaho","83805","BOUNDARY","(208) 267-3141","Critical Access Hospitals","Voluntary non-profit - Other","Yes","130"
"131302","NORTH CANYON MEDICAL CENTER","267 NORTH CANYON DR","GOODING","Idaho","83330","GOODING","(208) 934-4433","Critical Access Hospitals","Voluntary non-profit - Private","No","133"
"131303","NELL J REDFIELD MEMORIAL HOSPITAL","150 NORTH 200 WEST","MALAD","Idaho","83252","ONEIDA","(208) 766-2231","Critical Access Hospitals","Government - Local","Yes","154"
"131304","POWER COUNTY HOSPITAL DISTRICT","510 ROOSEVELT STREET","AMERICAN FALLS","Idaho","83211","POWER","(208) 226-3200","Critical Access Hospitals","Government - Hospital District or Authority","Yes","197"
"131305","STEELE MEMORIAL MEDICAL CENTER","P O BOX 700","SALMON","Idaho","83467","LEMHI","(208) 756-5600","Critical Access Hospitals","Government - Local","Yes","167"
"131307","WEISER MEMORIAL HOSPITAL","645 EAST 5TH STREET","WEISER","Idaho","83672","WASHINGTON","(208) 549-0370","Critical Access Hospitals","Government - Hospital District or Authority","Yes","135"
"131308","CASCADE MEDICAL CENTER","402 LAKE CASCADE PARKWAY","CASCADE","Idaho","83611","VALLEY","(208) 382-4242","Critical Access Hospitals","Government - Hospital District or Authority","Yes","112"
"131309","CARIBOU MEDICAL CENTER","300 SOUTH 3RD WEST","SODA SPRINGS","Idaho","83276","CARIBOU","(208) 547-3341","Critical Access Hospitals","Government - Local","Yes","153"
"131310","ST LUKE'S JEROME","709 NORTH LINCOLN AVENUE","JEROME","Idaho","83338","JEROME","(208) 814-9500","Critical Access Hospitals","Voluntary non-profit - Private","Yes","98"
"131311","ST LUKE'S ELMORE MEDICAL CENTER","895 NORTH 6TH EAST","MOUNTAIN HOME","Idaho","83647","ELMORE","(208) 587-8401","Critical Access Hospitals","Voluntary non-profit - Private","Yes","120"
"131312","ST LUKE'S MCCALL","1000 STATE STREET","MCCALL","Idaho","83638","VALLEY","(208) 630-2395","Critical Access Hospitals","Proprietary","Yes","50"
"131313","TETON VALLEY HOSPITAL","120 EAST HOWARD AVE","DRIGGS","Idaho","83422","TETON","(208) 354-2383","Critical Access Hospitals","Voluntary non-profit - Private","Yes","190"
"131314","SHOSHONE MEDICAL CENTER","25 JACOBS GULCH ROAD","KELLOGG","Idaho","83837","SHOSHONE","(208) 784-1221","Critical Access Hospitals","Government - Hospital District or Authority","Yes","172"
"131315","SYRINGA GENERAL HOSPITAL","607 W MAIN STREET","GRANGEVILLE","Idaho","83530","IDAHO","(208) 983-1700","Critical Access Hospitals","Government - Hospital District or Authority","Yes","111"
"131316","BEAR LAKE MEMORIAL HOSPITAL","164 SOUTH FIFTH STREET","MONTPELIER","Idaho","83254","BEAR LAKE","(208) 847-1630","Critical Access Hospitals","Government - Local","Yes","81"
"131317","BENEWAH COMMUNITY HOSPITAL","229 SOUTH 7TH STREET","ST MARIES","Idaho","83861","BENEWAH","(208) 245-5551","Critical Access Hospitals","Government - Local","Yes","78"
"131318","VALOR HEALTH","1202 EAST LOCUST STREET","EMMETT","Idaho","83617","GEM","(208) 365-3561","Critical Access Hospitals","Government - Local","Yes","98"
"131319","MINIDOKA MEMORIAL HOSPITAL","1224 8TH STREET","RUPERT","Idaho","83350","MINIDOKA","(208) 436-0481","Critical Access Hospitals","Government - Local","Yes","79"
"131320","CLEARWATER VALLEY HOSPITAL & CLINICS","301 CEDAR STREET","OROFINO","Idaho","83544","CLEARWATER","(208) 476-4555","Critical Access Hospitals","Voluntary non-profit - Private","Yes","193"
"131321","ST MARYS HOSPITAL AND CLINICS","701 LEWISTON ST","COTTONWOOD","Idaho","83522","IDAHO","(208) 962-3251","Critical Access Hospitals","Voluntary non-profit - Private","Yes","68"
"131322","FRANKLIN COUNTY MEDICAL CENTER","44 NORTH FIRST EAST","PRESTON","Idaho","83263","FRANKLIN","(208) 852-0137","Critical Access Hospitals","Voluntary non-profit - Other","Yes","67"
"131323","ST LUKE'S WOOD RIVER MEDICAL CENTER","100 HOSPITAL DRIVE","KETCHUM","Idaho","83340","BLAINE","(208) 727-8800","Critical Access Hospitals","Voluntary non-profit - Private","Yes","50"
"131324","LOST RIVERS MEDICAL CENTER","551 HIGHLAND DRIVE","ARCO","Idaho","83213","BUTTE","(208) 252-7654","Critical Access Hospitals","Government - Hospital District or Authority","Yes","127"
"131325","BINGHAM MEMORIAL HOSPITAL","98 POPLAR STREET","BLACKFOOT","Idaho","83221","BINGHAM","(208) 785-4100","Critical Access Hospitals","Voluntary non-profit - Private","Yes","164"
"131326","CASSIA REGIONAL HOSPITAL","1501 HILAND AVENUE","BURLEY","Idaho","83318","CASSIA","(208) 678-4444","Critical Access Hospitals","Voluntary non-profit - Private","Yes","162"
"131327","GRITMAN MEDICAL CENTER","700 SOUTH MAIN STREET","MOSCOW","Idaho","83843","LATAH","(208) 882-4511","Critical Access Hospitals","Voluntary non-profit - Private","Yes","163"
"131328","BONNER GENERAL HOSPITAL","520 NORTH THIRD AVENUE","SANDPOINT","Idaho","83864","BONNER","(208) 263-1441","Critical Access Hospitals","Voluntary non-profit - Private","Yes","112"
"134002","INTERMOUNTAIN HOSPITAL","303 NORTH ALLUMBAUGH STREET","BOISE","Idaho","83704","ADA","(208) 377-8400","Psychiatric","Proprietary","No","231"
"134009","LIFEWAYS HOSPITAL","8050 WEST NORTHVIEW STREET","BOISE","Idaho","83704","ADA","(208) 327-0504","Psychiatric","Voluntary non-profit - Private","No","484"
"134010","STATE HOSPITAL SOUTH","700 EAST ALICE STREET","BLACKFOOT","Idaho","83221","BINGHAM","(208) 785-1200","Psychiatric","Government - State","No","363"
"134017","COTTONWOOD CREEK BEHAVIORAL HOSPITAL","2131 S BONITO WAY","MERIDIAN","Idaho","83642","ADA","(208) 202-4700","Psychiatric","Proprietary","No","154"
